id,product_name,price,reviews_count,avg_rate,brand
1,Karimed Brilliant Touch Shower Gel 1000ML 3Pcs. Rose Scent,EGP 150.00,4 verified ratings,4.3/5,Karimed
2,AM-Shop Bundle Of (10) Basic Socks Sign - High Quality,EGP 59.00,881 verified ratings,3.6/5,AM-Shop
3,Bundle Of (15) Women Ankle Socks For Women,EGP 54.00 - EGP 69.00,4426 verified ratings,3.8/5,(4426 verified ratings)
4,Nokia 106 - 1.8-inch Dual SIM Mobile Phone - Dark Grey,EGP 411.00,7 verified ratings,4.4/5,Nokia
5,Vaseline Intensive Care™ Cocoa Radiant Body Lotion – 200 ml,EGP 60.00,4 verified ratings,4/5,Vaseline
6,Nescafe Classic Instant Coffee - 1.8g - 25 Pcs,EGP 31.00,49 verified ratings,4.7/5,Nescafe
7,Dettol Skin Care Soap - 85g,EGP 7.95,226 verified ratings,4.5/5,Dettol
8,Bonjorno 2in1 Coffee Mix Khamsina – 12 Sachet,EGP 15.00,32 verified ratings,4.1/5,Bonjorno
9,Dice Bundle Of Six Comfy Slip On Regular Boxers,EGP 249.99,7741 verified ratings,4.3/5,Dice
10,Dice Bundle OF Six Men Boxers,EGP 249.99,4367 verified ratings,4.3/5,Dice
11,Set Of ( 6 ) Pairs Invisible Socks,EGP 38.00 - EGP 48.00,1831 verified ratings,3.9/5,(1831 verified ratings)
12,Karimed Brilliant Touch Shower Gel 1000ML 4Pcs. 4 Scents,EGP 200.00,39 verified ratings,4.5/5,Karimed
13,ABC Egypt Alfa Automatic Powder Detergent - 8+1 Free Kg,EGP 180.00,167 verified ratings,3.9/5,ABC Egypt
14,NIVEA MEN Invisible Black & White Original Antiperspirant Deodorant Spray - For Men - 150ml,EGP 42.90,864 verified ratings,4.4/5,NIVEA MEN
15,NIVEA MEN Fresh Active Deodorant Spray - For Men - 150ml,EGP 42.50,950 verified ratings,4.4/5,NIVEA MEN
16,Maybelline New York Volum' Express The Colossal Mascara - 100% Black,EGP 110.00,1865 verified ratings,4.2/5,Maybelline New York
17,Karimed Brilliant Touch Shower Gel 1000ML 3Pcs. Peach Scent,EGP 150.00,5 verified ratings,4.2/5,Karimed
18,Grouhy GH252B Exhaust Ventilation Fan - 25 Cm - Brown,EGP 299.00,13 verified ratings,3.6/5,Grouhy
19,AM-Shop Bundle OF (4) Socks,EGP 29.00,1354 verified ratings,3.4/5,AM-Shop
20,Almarai Skimmed Plastic Bottle Milk-1.5 L,EGP 28.80,22 verified ratings,5/5,Almarai
21,NIVEA MEN DEEP Black Carbon Antibacterial Antiperspirant Deodorant Spray - For Men - 150ml,EGP 42.50,1012 verified ratings,4.5/5,NIVEA MEN
22,Aldoha Flour – 1Kg,EGP 20.00,384 verified ratings,4.6/5,Aldoha
23,Skyline HD-222 IV Mini HD Satellite Receiver,EGP 210.00,716 verified ratings,4.3/5,Skyline
24,Bundle Of (12) Invisible Socks - For Men,EGP 61.00,152 verified ratings,3.9/5,(152 verified ratings)
25,Karimed Brilliant Touch Shower Gel 1000ML 3Pcs. Rose Scent Plus Free Hand Wash 500ML,EGP 98.10,18 verified ratings,4.8/5,Karimed
26,"Ariel Anti-Bacterial Automatic Powder Detergent, 7 KG",EGP 281.75,29 verified ratings,4.8/5,Ariel
27,American Eagle Slim Flex Polo Shirt,EGP 225.00,273 verified ratings,4.6/5,American Eagle
28,Grouhy GKT2218SS Stainless Steel Kettle – 1.8 L,EGP 250.00,7 verified ratings,4.6/5,Grouhy
29,Luna Super Emollient Moisturizing Cream Kit - 4 Pcs,EGP 102.00,6044 verified ratings,4.3/5,Luna
30,Durex Condoms Set - Strawberry - 3 Pcs,EGP 22.61,1068 verified ratings,4.2/5,Durex
31,Chefy Mix Tomato Ketchup - 1kg,EGP 26.50,814 verified ratings,4.3/5,Chefy Mix
32,Maxtella Chocolate Hazelnut Spread - 950 Gm,EGP 70.00,631 verified ratings,4.3/5,Maxtella
33,Rexona Antibacterial Invisible Antiperspirant Deodorant for Men - 150Ml - 2 Pcs+ 1 Free,EGP 93.00,132 verified ratings,4.5/5,Rexona
34,"NIVEA MEN Fresh Power, Antiperspirant for Men, Fresh Scent, Roll-on - 50ml",EGP 24.30,169 verified ratings,4.4/5,NIVEA
35,NIVEA Fresh Cherry Deodorant For Women Spray - 150 ml,EGP 42.90,439 verified ratings,4.4/5,NIVEA
36,NIVEA MEN DEEP Espresso Black Carbon Antibacterial Antiperspirant Deodorant Spray - For Men - 150ml,EGP 42.50,1072 verified ratings,4.4/5,NIVEA MEN
37,VGR Professional Rechargeable Hair Trimmer Led Display,EGP 255.00,518 verified ratings,4.3/5,VGR
38,Sensodyne Multi Care + Whitening Toothpaste For Sensitive Teeth - 100ml - Buy 2 Get 1 Free,EGP 115.00,36 verified ratings,4.8/5,Sensodyne
39,Dice Bundle Of Five Men Boxers,EGP 199.00 - EGP 209.99,951 verified ratings,4.4/5,Dice
40,Fern Pure Natural Butter Ghee - 1.4Kg,EGP 294.00,44 verified ratings,4.7/5,Fern
41,Embrator Bundle Of Three Soft Breathable Sleeveless Undershirts - White,EGP 129.99,955 verified ratings,4.4/5,Embrator
42,Bundle OF ( 12 ) Cat Women Socks,EGP 59.00,646 verified ratings,3.9/5,(646 verified ratings)
43,L'Oreal Paris Hyaluron Expert Replumping Gel Wash For All Skin Types,EGP 84.50,2 verified ratings,5/5,L'Oreal Paris
44,Sensodyne Fluoride Toothpaste - 50ml,EGP 28.00,21 verified ratings,4.8/5,Sensodyne
45,Lipton Yellow Label Black Tea - 25 Tea Bags,EGP 13.00,348 verified ratings,4.5/5,Lipton
46,Healthy Spread Orginal 375g,EGP 90.00,26 verified ratings,4.8/5,Healthy Spread
47,Camay Soap Delicieux - 120gm,EGP 7.45,61 verified ratings,4.6/5,Camay
48,Alsuhagy White Flour – 1 Kg,EGP 16.00,375 verified ratings,4.6/5,Alsuhagy
49,Avuva Body Splash Cherry + Shower Gel - 253ml,EGP 95.00,,,Avuva
50,Karimed Brilliant Touch Shower Gel 1000ML 3Pcs. Blueberry Scent Plus Free Hand Wash 500ML,EGP 98.91,7 verified ratings,4.7/5,Karimed
51,Bundle Of (6) Basic Socks - High Quality.,EGP 36.00,50 verified ratings,3.7/5,(50 verified ratings)
52,Dice Bundle OF Three Mens Boxer Brief,EGP 129.99,369 verified ratings,4.2/5,Dice
53,Mothercare Pink Canvas Trainers,EGP 89.00,9 verified ratings,4.7/5,Mothercare
54,Activ Matching Sole & Side Strips Lace Up Sneakers - White & Navy,EGP 329.00,34 verified ratings,4.8/5,Activ
55,Almarai Plain Skimmed Milk-1 L-6 Pcs,EGP 115.00,7 verified ratings,3.9/5,Almarai
56,Karimed Keraview Keratin Shampoo + Conditioner Aloe Vera For Dry Hair 350ml,EGP 32.00,33 verified ratings,3.9/5,Karimed
57,"Vanish Vanish Laundry Stain Remover Liquid for White Colored Clothes, Can be used with or without Detergents & Additives, 450ml - Pack of 2 @15%",EGP 59.00,9 verified ratings,5/5,Vanish
58,Lipton Extra Strong Black Tea - 100 Tea Bags,EGP 50.00,231 verified ratings,4.5/5,Lipton
59,Karimed SNOW SHINE Micellar Water Makeup Remover Rose 100ML,EGP 39.00,245 verified ratings,4.3/5,Karimed
60,"Iku S1 Mini, 1.8 Inches Display - 600 MAh Battery-Grey",EGP 250.00,2 verified ratings,4.5/5,Iku
61,FEATHER Flamingo Razor - S (Face & Body) Safety Razor Tech,EGP 139.00,424 verified ratings,4.4/5,FEATHER
62,Karimed Brilliant Touch Shower Gel 1L 3Pcs. Blueberry Scent,EGP 150.00,11 verified ratings,4.1/5,Karimed
63,Star Pasta Penne - 400g,EGP 7.00,49 verified ratings,4.3/5,Star
64,Mesery Bundle OF Six Smooth Cotton Hipster Panties,EGP 129.99,2163 verified ratings,4.4/5,Mesery
65,NIVEA MEN Silver Protect Deodorant Spray for Men - 150ml,EGP 42.50,389 verified ratings,4.4/5,NIVEA MEN
66,American Eagle Low Cut Socks 5-Pack,EGP 175.00,152 verified ratings,4.6/5,American Eagle
67,Brand Stores Shoulder &Backpack Bag -Brand Stores-White & Black,EGP 59.00,139 verified ratings,4.1/5,Brand Stores
68,Mesery Bundle Of Three Cotton Stretch Plain Spaghetti Tops,EGP 129.99,930 verified ratings,4/5,Mesery
69,Ariel Powder Touch of Downy Detergent 7 Kilogram,EGP 244.00,78 verified ratings,4.6/5,Ariel
70,"NIVEA MEN Power Fresh Shower Gel 3in1, 24h Fresh Effect, Citrus Scent - 250ml",EGP 37.50,228 verified ratings,4.5/5,NIVEA MEN
71,Avuva Body Splash Vanilla & Coconut + Shower Gel - 253ml Gift,EGP 95.00,1 verified rating,5/5,Avuva
72,Karimed Brilliant Touch Shower Gel 1L 2Pcs. Blueberry Rose,EGP 59.40,6 verified ratings,4.3/5,Karimed
73,Bundle Of (6) Half Towel Socks Colours,EGP 49.00,743 verified ratings,3.8/5,(743 verified ratings)
74,Dettol Cool Soap - 165g,EGP 9.95,99 verified ratings,4.6/5,Dettol
75,Chefy Mix BBQ Sauce - 1kg,EGP 33.00,729 verified ratings,4.4/5,Chefy Mix
76,Karimed Keraview Keratin Shampoo + Conditioner Argan Oil For Damaged Hair350ml,EGP 32.00,24 verified ratings,4/5,Karimed
77,L'oreal Elvive Dream Long Straight 72H - Straightening Keratin Shampoo 200 Ml,EGP 33.50,89 verified ratings,4.5/5,L'oreal
78,Maxtella Chocolate Hazelnut Spread -320 Gm,EGP 45.00,152 verified ratings,4.4/5,Maxtella
79,Bundle OF ( 12 ) Creative Women Socks,EGP 69.00,132 verified ratings,4.1/5,(132 verified ratings)
80,Lipton Lemon Ginger - 20 Bags,EGP 14.35,204 verified ratings,4.3/5,Lipton
81,Cottonil Bundle Of Five Men Boxer,EGP 269.00,3400 verified ratings,4.3/5,Cottonil
82,Camay Dynamique Soap - 120 gm,EGP 7.45,153 verified ratings,4.4/5,Camay
83,Juhayna Juhayna Classic Juice – Orange – 1 L,EGP 12.50,15 verified ratings,4.3/5,Juhayna
84,NIVEA Invisible Black & White Silky Smooth Antiperspirant Deodorant Spray - For Women - 150ml,EGP 42.50,654 verified ratings,4.5/5,NIVEA
85,Crystal Corn Oil - 2.2 Liters,EGP 115.00,143 verified ratings,4.6/5,Crystal
86,Sokany Hair Straightener Brush Max 950 °F,EGP 149.00,119 verified ratings,4.1/5,Sokany
87,Knorr Chicken Stock – 12 Cubes – 108gm,EGP 6.95,438 verified ratings,4.5/5,Knorr
88,Rexona Shower Fresh Antiperspirant Spray - For Women - 150 Ml,EGP 42.00,66 verified ratings,4.7/5,Rexona
89,Mesery Bundle Of Three Solid Bra - For Women,EGP 99.99,98 verified ratings,3.5/5,Mesery
90,Lipton Yellow Label Black Tea - 50 Tea Bags,EGP 25.00,181 verified ratings,4.7/5,Lipton
91,Ariel Liquid lavender detergent 3.3 Kilogram,EGP 122.00,79 verified ratings,4.6/5,Ariel
92,Karimed Brilliant Touch Shower Gel 1000ML 3Pcs. Peach Scent Plus Soap 500ml Free,EGP 98.10,9 verified ratings,4.6/5,Karimed
93,"Pampers Baby Dry Diapers Size 6, Extra Large, 13+ Kg (48 diapers)",EGP 165.50,17 verified ratings,5/5,Pampers
94,Cif Fast Bathroom Cleaning Spray - 500 ml,EGP 22.00,33 verified ratings,4.5/5,Cif
95,NIVEA Anti Perspirant Dry Fresh For Women - 150ml,EGP 42.50,140 verified ratings,4.6/5,NIVEA
96,"Smart Scent Car Freshener, Smart Scent, Black Ice 20ml Glass",EGP 38.00,17 verified ratings,4.4/5,Smart Scent
97,Dettol Antiseptic Liquid - 120ML,EGP 19.00,54 verified ratings,4.5/5,Dettol
98,(12) Socks For Men From Soft Cotton.,EGP 58.00 - EGP 88.00,653 verified ratings,4/5,(653 verified ratings)
99,NIVEA MEN Fresh Power Deodorant Spray For Men - 150 ml,EGP 42.50,259 verified ratings,4.4/5,NIVEA MEN
100,Mesery Bundle OF Six Brief Smooth Cotton Panties,EGP 139.99,3680 verified ratings,4.2/5,Mesery
101,Camay Bar Soap Romantic - 120 gm,EGP 7.15,76 verified ratings,4.5/5,Camay
102,Mr. Food White Fine Flour - All Purpose - 1kg,EGP 14.95,187 verified ratings,4.4/5,Mr. Food
103,Crystal Sunflower Oil - 2.2 Liters,EGP 101.90,167 verified ratings,4.5/5,Crystal
104,Lux Perfumed Hand Wash Magical Beauty – 500ml,EGP 40.00,83 verified ratings,4.5/5,Lux
105,Sunsilk Instant Restore Hair Shampoo – 600ml,EGP 44.00,32 verified ratings,4.5/5,Sunsilk
106,Regina Pasta Linguini - 400g,EGP 10.95,248 verified ratings,4.6/5,Regina
107,Set Of 6 Pairs Short Socks Sport- High Quality,EGP 39.00,71 verified ratings,3.7/5,(71 verified ratings)
108,NIVEA Cocoa Butter Body Lotion Cream For Dry Skin - 200ml,EGP 48.00,1013 verified ratings,4.6/5,NIVEA
109,Beesline Whitening Roll On Deodorant - SUPER DRY- Powder Soft- 50ML,EGP 225.00,7 verified ratings,4.7/5,Beesline
110,NIVEA Natural Fairness Face & Body Cream - 50ml,EGP 16.00,168 verified ratings,4.4/5,NIVEA
111,Five Stars All Purpose Flour - 1 kg,EGP 18.00,519 verified ratings,4.5/5,Five Stars
112,Mesery Bundle Of Six Men Boxers,EGP 199.99,3124 verified ratings,4.2/5,Mesery
113,Emami 7 In 1 Non Sticky Hair Oil - 50ml,EGP 45.00,117 verified ratings,4.3/5,Emami
114,Dove Care Bundle - Intensive Repair Shampoo + Conditioner + Hand Wash + Free Bag,EGP 126.95,62 verified ratings,4.8/5,Dove
115,Mesery Bundle Of 4 Stretch Cotton Hotshort Panties,EGP 100.00 - EGP 109.99,686 verified ratings,4.1/5,Mesery
116,Seoul Slide Slippers For Women - Black,EGP 69.00,9 verified ratings,4.9/5,(9 verified ratings)
117,Sherraton Pure Ghee - 1500g,EGP 299.00,58 verified ratings,4.6/5,Sherraton
118,Sensodyne Extra Fresh Toothpaste for Sensitive Teeth - 100ml - Buy 2 Get 1 Free,EGP 115.00,38 verified ratings,4.8/5,Sensodyne
119,ABC Egypt Automatic Powder Detergent - 4 Kg,EGP 96.00,3 verified ratings,4.3/5,ABC Egypt
120,Italiano Ziti Pasta - 400g,EGP 9.95,278 verified ratings,4.5/5,Italiano
121,Karimed SNOW SHINE Free Sulfate Face Wash Gel For Oily Skin 150ML Plus Micellar Water 100ML,EGP 53.10,14 verified ratings,4.4/5,Karimed
122,Discount Nuts Roasted & Salted Cashew  - 500gm,EGP 173.00,1935 verified ratings,4.3/5,Discount Nuts
123,"Activ Patterned ""Hearts"" One Compartment Backpack - Black & Blue",EGP 149.00,8 verified ratings,4.9/5,Activ
124,Adidas Pure Game - EDT - For Men - 100ml,EGP 123.00,582 verified ratings,4/5,Adidas
125,Nokia 130 - 1.8-inch Dual SIM Mobile Phone - Gray,EGP 530.00,2 verified ratings,5/5,Nokia
126,Sunny Cooking and Frying Oil - 750 ml,EGP 30.15,72 verified ratings,4.7/5,Sunny
127,Karimed SNOW SHINE Free Sulfate Face Wash Gel For Oily Skin 150ML,EGP 79.00,18 verified ratings,4.6/5,Karimed
128,SIME HAIR Leave In Bonding Cream - 100ml,EGP 69.00,77 verified ratings,4/5,SIME HAIR
129,Maxtella Raw Chocolate 150g For Desserts And Cooking Purposes.,EGP 18.00,47 verified ratings,3.8/5,Maxtella
130,"Multi-size Stretch Silicone Food Cover, 6 Pieces",EGP 34.47,1063 verified ratings,3.8/5,(1063 verified ratings)
131,Me Now LipLiner Pencil Package - 12 Colors - 12 Pcs,EGP 79.00,560 verified ratings,3.9/5,Me Now
132,Gillette Venus Comfort Glide Breeze Shaver With 4 Cartridges For Women,EGP 199.00,213 verified ratings,4.6/5,Gillette
133,Mesery Bundle Of Three Full Coverage Non-wired Cross Back Sportive Bra,EGP 99.99,128 verified ratings,3.8/5,Mesery
134,Afia Corn Oil - 800ml,EGP 45.00,40 verified ratings,4.6/5,Afia
135,Me Now Lip Gloss Moist Serum Nourishing And Polishing - Transparent - 3.5 Ml.,EGP 49.00,273 verified ratings,4.4/5,Me Now
136,UG 32AJ20B6M-32-Inch HD TV (ATA Warranty),"EGP 2,005.00",5 verified ratings,4.8/5,UG
137,Adult Roller Skates Brakes Pads Inline Roller Skate Shoes,EGP 288.00,1 verified rating,1/5,(1 verified rating)
138,"Dolive Shower Gel, Body Wash, 2000 Ml, Royal Fragrance",EGP 70.00,37 verified ratings,4.3/5,Dolive
139,Karimed Brilliant Touch Shower Gel 1L With Moisturizer And Blueberry Scent,EGP 39.00,132 verified ratings,4.1/5,Karimed
140,Toilet Cleaning Brush With Large Plastic Hand,EGP 35.99,52 verified ratings,4.3/5,(52 verified ratings)
141,Dettol Original Soap - 85g,EGP 6.95,129 verified ratings,4.5/5,Dettol
142,Cottonil Bundle Of Three Breathable Cotton Undershirts - White,EGP 139.99,2288 verified ratings,4.3/5,Cottonil
143,SteriMax Antiseptic Soap - 1 Liter,EGP 44.90,18 verified ratings,4.8/5,SteriMax
144,Me Now Pro Waterproof Longlasting Eyeliner Kohl - 01 - 1.35g,EGP 35.00,382 verified ratings,4.2/5,Me Now Pro
145,NIVEA Natural Fairness Face & Body Cream For All Skin Types - 100ml,EGP 24.50,570 verified ratings,4.4/5,NIVEA
146,Starville Whitening Roll On Whitening Offer,EGP 140.00,3 verified ratings,5/5,Starville Whitening
147,Karimed Keraview Keratin Shampoo Argan Oil For Weak And Damaged Hair 350ml,EGP 22.50,47 verified ratings,3.9/5,Karimed
148,Knorr Shawerma Mix – 30 gm,EGP 5.00,74 verified ratings,4.6/5,Knorr
149,Defacto Woman Green T-shirt,EGP 136.00,23 verified ratings,4.6/5,Defacto
150,Fairy Ultra Lemon 620 5 LE Off,EGP 27.95,21 verified ratings,4.8/5,Fairy
151,Activ Patterned Zipped Backpack With Outer Pocket - Black & Purple,EGP 169.00,2 verified ratings,4/5,Activ
152,Maxtella Chocolate Hazelnut Spread -50 Gm,EGP 8.50,33 verified ratings,3.9/5,Maxtella
153,Dettol Re-Energize Soap - 85g,EGP 6.95,183 verified ratings,4.6/5,Dettol
154,Ariel Powder Lavender Detergent 5 Kilogram,EGP 180.00,18 verified ratings,4.1/5,Ariel
155,Al Wedad Two Piece Of Warmer Set With Padded Inside - GRAY,EGP 74.00 - EGP 150.00,12 verified ratings,4.8/5,Al Wedad
156,Set Of 6 Pairs Invisible Socks,EGP 39.99 - EGP 49.00,1869 verified ratings,4/5,(1869 verified ratings)
157,Tresemme Pack of Keratin Smooth & Straight Shampoo 400 ml + Keratin Smooth & Straight Hair Conditioner – 400 ml + Free Makeup Bag,EGP 124.95,44 verified ratings,4.8/5,Tresemme
158,El Hassan White Sugar - 1 Kg,EGP 17.99,,,(No ratings available)
159,Tresemme Pack of Botanix Nourish & Replenish Shampoo 400 ml + Botanix Nourish & Replenish Hair Conditioner – 400 ml,EGP 100.00,170 verified ratings,4.5/5,Tresemme
160,Skyline 32-22A - 32-inch HD LED TV,"EGP 2,050.00",2 verified ratings,5/5,Skyline
161,Leather Ankle Boot - Black,EGP 169.00,2278 verified ratings,3.8/5,(2278 verified ratings)
162,SteriMax Antiseptic Soap - 4 Liter,EGP 99.00,302 verified ratings,4.4/5,SteriMax
163,Nokia 106 - 1.8-inch Dual SIM Mobile Phone - Dark Grey,EGP 888.00,2 verified ratings,4.5/5,Nokia
164,Mintra Round Lunch Box - 150 ML - Fuchsia,EGP 6.00,1 verified rating,5/5,Mintra
165,Me Now New Eyeshadow Professional Palette - 18 Colors,EGP 109.00,823 verified ratings,4.4/5,Me Now
166,Hairy Grow Hair Tonic Oil Moroccan Argan With Vitamins-Set Of 2- 100 Ml,EGP 180.00,193 verified ratings,4.1/5,Hairy Grow
167,AM-Shop Bundle OF Six Brief Under Wear Smooth Cotton Hipster Panties,EGP 109.00 - EGP 119.00,289 verified ratings,3.7/5,AM-Shop
168,American Eagle Classic Fit Oxford Button-Up Shirt,EGP 400.00,150 verified ratings,4.5/5,American Eagle
169,Sunsilk Shine and Strength Hair Shampoo – 600ml,EGP 41.50,5 verified ratings,4.6/5,Sunsilk
170,Activ Everday Backpack With Functional Side & Front Pockets - Turquoise,EGP 169.00,10 verified ratings,4.9/5,Activ
171,Mesery Bundle OF (4) - No Show Cotton Panties,EGP 59.99,88 verified ratings,4/5,Mesery
172,"Gick Dish Washing Liquid, Lemon 675 Ml",EGP 15.00,10 verified ratings,4/5,Gick
173,Tresemme Pack of Keratin Smooth & Straight Shampoo 400 ml + Keratin Smooth & Straight Hair Conditioner – 400 ml 50% off,EGP 104.00,146 verified ratings,4.5/5,Tresemme
174,"Lama Wide Leg Pants- For Women, Black Color",EGP 95.00 - EGP 125.00,1479 verified ratings,4/5,Lama
175,Malika Bundle OF Six Printed Underwear - For Women,EGP 119.00 - EGP 129.00,1152 verified ratings,4.2/5,Malika
176,Nokia 150 - 2.4-inch Dual SIM Mobile Phone - Black,EGP 815.04,,,Nokia
177,Karimed GOLDEN STRAND Integrated After Care Conditioner 400ML,EGP 62.10,94 verified ratings,4.1/5,Karimed
178,Cottonil Bundle Of Three Men Undershirts Derby,EGP 159.99,1328 verified ratings,4.2/5,Cottonil
179,Fern Pure Butter Ghee - 1400g,EGP 338.25,,,Fern
180,L'Oreal Paris Hyaluron Expert 1.5% Hyaluronic Acid Serum - 30ml,EGP 255.00,2433 verified ratings,4.4/5,L'Oreal Paris
181,Activ Kids Self Pattern Backpack - Green & Black,EGP 169.00,5 verified ratings,5/5,Activ
182,Starville Whitening Roll On Light Pink Offer,EGP 140.00,2 verified ratings,5/5,Starville Whitening
183,Keyroad KR971587 - 12 Colors Fiber Marker Pen/color Box,EGP 20.00,35 verified ratings,4.4/5,Keyroad
184,Abu Auf light Turkish Coffee - 100Gm,EGP 23.00,260 verified ratings,4.4/5,Abu Auf
185,Chefy Mix Mustard - 1 Kg,EGP 33.00,527 verified ratings,4.4/5,Chefy Mix
186,ABA.EG Bundle OF (10) High Quality Socks From ABA.EG,EGP 70.00 - EGP 75.00,57 verified ratings,3.6/5,ABA.EG
187,Karimed Keraview Keratin Shampoo With Aloe Vera For Dry Hair 350ml,EGP 22.50,34 verified ratings,3.9/5,Karimed
188,Bundle Of (4) Classic Socks - For Men,EGP 36.00,1400 verified ratings,3.8/5,(1400 verified ratings)
189,NIVEA MEN Dry Impact Antiperspirant Deodorant Spray - For Men - 150ml,EGP 42.50,723 verified ratings,4.4/5,NIVEA MEN
190,Karimed Brilliant Touch Hand Wash 6 Pcs. With Moisturizer 90ML,EGP 27.00,4 verified ratings,4/5,Karimed
191,HM Collection Leather Oud - EDT - For Men - 30 ML,EGP 35.20,12 verified ratings,4/5,HM Collection
192,American Eagle Classic Fit Oxford Button-Up Shirt,EGP 400.00,238 verified ratings,4.5/5,American Eagle
193,Desert Canvas Slip On Sock Sneakers - Grey,EGP 259.00,68 verified ratings,4.7/5,Desert
194,L'Oreal Paris Hyaluron Expert Repluming Moisturizing Day Cream - 50ml,EGP 165.00,3087 verified ratings,4.4/5,L'Oreal Paris
195,Bundle Of (12) Women Ankle Socks For Women,EGP 49.99,167 verified ratings,3.4/5,(167 verified ratings)
196,"Gick Dish Washing Liquid, Lemon 1250 Ml",EGP 24.00,7 verified ratings,4.4/5,Gick
197,St Ives Moisturizer Renewing Collagen Elastin - 283 G,EGP 175.00,452 verified ratings,4.5/5,St Ives
198,L'Oreal Paris Hyaluron Expert Repluming Moisturizing Eye Cream - 15ml,EGP 112.00,1610 verified ratings,4.2/5,L'Oreal Paris
199,Dermatique Whitening Deodorant 40 ML,EGP 100.00,581 verified ratings,4.3/5,Dermatique
200,"Parodontax Parodontax Fluoride Daily Toothpaste for Bleeding Gums, 100ml",EGP 35.00,5 verified ratings,5/5,Parodontax
201,Yollo's Cocoa Pops Corn Flakes - 30g,EGP 6.00,1 verified rating,5/5,Yollo's
202,Lipton Pure Non-Bitter Green Tea - 25 Bags,EGP 14.75,195 verified ratings,4.5/5,Lipton
203,Activ Printed Zipped One Compartment Backpack - Red,EGP 189.00,2 verified ratings,4.5/5,Activ
204,Nescafe 3In1 Rich Coffee - 21g - 12 Pcs,EGP 37.75,47 verified ratings,4.6/5,Nescafe
205,El Maleka Risoni Pasta - 400g,EGP 7.60,179 verified ratings,4.5/5,El Maleka
206,Break Plastic Lunch Box - 2 L,EGP 89.00,39 verified ratings,4/5,Break
207,ORAL-B Charcoal Soft Whitening Therapy Toothbrush - 1 Pc,EGP 38.95,3 verified ratings,3.7/5,ORAL-B
208,Always Cotton Soft Ultra Thin Long Sanitary Pads 14 Pieces,EGP 27.00,5 verified ratings,4.4/5,Always
209,Nescafe 3 in 1 Hazelnut Pack - 24 Pcs x 18 gm,EGP 57.00,27 verified ratings,4.5/5,Nescafe
210,Axe Aerosol Black Deodorant and Body Spray for Men - 150 ml,EGP 53.45,684 verified ratings,4.4/5,Axe
211,Star Ethyl Alcohol 70 % - 1 Liter,EGP 36.00,32 verified ratings,4.1/5,Star
212,Nokia 130 (2017) - 1.8-inch Dual SIM Mobile Phone - Black,EGP 549.00,1 verified rating,5/5,Nokia
213,Starville Whitening Whitening Roll On - 60ml,EGP 72.00,,,Starville Whitening
214,American Eagle AE Thermal,EGP 225.00,24 verified ratings,4.8/5,American Eagle
215,Karimed Brilliant Touch Shower Gel 1000ML 2Pcs. Peach And Kiwi,EGP 62.91,7 verified ratings,4.1/5,Karimed
216,Media Tech MT-H233 Hand Mixer - 500 W - White/Grey,EGP 284.00,24 verified ratings,4/5,Media Tech
217,NIVEA Fresh Orange Deodorant For Women Spray - 150 ml,EGP 42.90,147 verified ratings,4.5/5,NIVEA
